time(in ms),duration(in ms),HSL_count,HSL_time,HSR_count,HSR_time,TOL_count,TOL_time,TOR_count,TOR_time,FPS, time(in s), hsL, toL, hsR, toR, hipL.x, hipL.y, kneeL.x, kneeL.y, ankleL.x, ankleL.y, hipR.x, hipR.y, kneeR.x, kneeR.y, ankleR.x, ankleR.y, rk_ang, lk_ang, ra_ang, la_ang, hipR_ang, hipL_ang
151,102,,,,,,,,,,41,-12.66443253,13.65476131,-23.02545547,1.472196579,197.2124004,232.3811173,205.5875444,282.9244924,195.8853722,329.9839997,182.0932817,232.4834383,199.698658,285.9126556,172.4182177,327.153132,30.91,11.94,20.4,6.61,7.62,4.22
210,59,,,,,,,,,,41,-9.581336975,19.7627449,0.207681656,29.60268974,202.6943922,231.4251137,214.2830944,281.7738891,201.7334318,327.5519228,189.828229,231.9906628,207.6749182,283.0068898,198.4191227,331.7970657,17.22,16.14,6.08,8.75,8.59,8
302,92,,,,,,,,,,41,-12.1508503,15.53770065,22.76741982,48.92685413,210.135026,231.1036509,212.2172213,281.7821932,207.2164106,329.0564489,200.3823709,231.5191627,223.1035852,281.6353261,226.5089607,333.1888425,12.18,4.73,2.14,3.39,10.98,3.25
362,60,,,,,,,,,,41,-20.33889771,8.946061134,46.10803127,73.2735014,218.1054926,232.3825496,213.3888817,283.9861,204.1782045,332.7958775,212.1607733,232.7185768,240.4205418,282.6216495,260.7810402,337.3290253,5.84,3.12,11.84,6.04,13.64,0.54
452,90,,,,,,,,,,41,-30.4530859,-1.563305855,47.37316132,74.35306549,228.1799984,235.130682,219.0765524,286.2562466,204.2563677,334.7259414,223.4173107,235.0213122,251.8085575,284.7760534,272.9489708,337.8901005,5.18,4.04,12.64,9.74,13.97,3.33
520,68,,,,,,,,,,41,-40.58193684,-13.12421322,38.89985561,67.8764677,239.8794651,235.3991657,227.6258612,286.7593861,206.3556147,333.759284,234.7630262,235.3180879,261.460247,285.4770112,277.105093,338.1375504,7.18,6.64,9.5,14.27,13.02,4.99
604,84,,,,,,,,,,41,-46.84392929,-21.58465862,31.38748169,59.27581787,248.4736347,235.2672815,235.4521894,287.0622933,210.2063799,332.2729433,242.1732044,235.2629042,265.8383846,287.2080338,277.8121662,338.5496342,6.9,9.39,7.49,17.43,9.96,5.77
661,57,,,,,,,,,,41,-47.50714302,-29.5119524,23.93606186,53.40579987,262.48312,233.8716263,263.4066582,286.4374566,225.2279806,323.9246964,250.178175,233.2146353,268.3871841,285.7782447,278.4096622,338.7344813,4.95,30.37,6.09,29.8,8.35,0.91
743,82,,,,,,,,,,41,-38.96002293,-17.13088989,13.76718521,43.16565514,275.5737305,233.2600665,282.3589897,284.9925077,248.908968,321.6163123,260.8773708,233.2314044,278.5232162,286.3373888,279.4513321,338.946172,10.02,31.41,0.58,27.19,8.46,3.05
799,56,,,,,,,,,,41,-15.69497108,8.727121353,-0.424203873,28.39241982,285.6449604,233.3480322,299.5079613,282.2432327,277.5055504,324.6022546,273.8716221,233.4274042,284.6925259,286.2026882,279.9738407,337.3719943,9.55,25.35,2.95,16.28,4.83,6.82
896,97,,,,,,,,,,41,-2.522993088,28.26272964,-0.499019623,31.04736328,292.935133,235.5366021,306.7150784,282.5508392,299.4704819,333.8513374,289.5261097,235.1942021,298.7907314,284.2136264,297.3499203,336.4853847,6.96,13.9,0.87,4.53,3.89,7.04
961,65,,,,,,,,,,41,-27.52684593,1.285057068,41.60596848,70.00004768,302.2529411,236.7571789,296.2240219,289.0940344,281.4352226,337.8134,301.5294743,235.8730155,332.0256615,282.1716821,345.9520912,333.7609899,11.7,5.98,8.65,9.67,17.88,4.46
53,91,2,1.472,,,,,,,,42,23.68532181,53.58504295,-23.69879723,3.316926956,310.0414181,236.7235601,334.3057251,282.7994478,337.9166222,337.2957444,307.3103428,236.3887882,305.446558,286.2463975,291.5848732,335.3120577,7.82,14.37,9.02,2.15,3.25,15.22
118,65,,,,,,,,,,42,-40.67527771,-16.87093735,31.62760735,60.16622543,326.8760204,238.7540621,320.6906033,289.8383796,298.2807827,336.1390257,334.252367,237.8782833,358.3050442,284.5885992,368.2953072,335.327121,9.83,11.33,6.34,15.22,12.48,4.73
206,88,,,,,,,,,,42,-54.7598362,-34.79195595,21.65207863,49.41744804,344.3644524,238.6024636,340.4523182,291.4562023,300.5950069,329.8237109,345.9839916,237.8449219,366.7059517,285.2215147,371.6277122,335.6952059,10.68,27.92,3.16,30.29,10.52,3.9
264,58,,,,,,,,,,42,10.10633469,38.13414574,-43.14697266,-22.95118332,355.9779167,235.7591236,367.1552753,288.0413425,369.7925663,334.5314062,348.2457161,235.2162176,359.0158939,288.4332454,315.6878185,326.116662,39.39,5.03,32.89,1.84,4.43,4.2
361,97,,,,,,,,,,42,-14.92464066,10.97682953,-27.15943336,-6.403112411,368.0703735,232.7586812,378.7765503,285.3289211,361.527586,329.0216231,356.9498348,232.2735822,374.2327023,287.7469325,343.4674072,326.6763854,33.91,19.06,23.96,12.51,8.79,4.33
425,64,,,,,,,,,,42,-14.29401398,13.61632347,-7.360010147,25.16819,377.0171642,232.5499195,390.0190544,283.4842801,371.8414021,329.4891965,369.1785622,231.998468,382.9862309,283.3697927,370.2809715,336.2444365,16.3,20.7,7.68,12.52,7.24,8.28
522,97,,,,,,,,,,42,-17.17964172,10.71204185,23.39118004,52.62677193,381.9924259,235.0870693,382.255497,284.4183004,371.0946178,335.5913723,387.1503353,234.5870197,410.8553696,284.922663,414.9065495,340.2641773,12.48,7.17,2.37,6.98,12.39,2.79
590,68,,,,,,,,,,42,-31.16775513,-4.531517029,44.32700157,72.95797348,396.9675636,238.4863508,386.1343861,287.155441,372.3551273,337.5953043,399.0874672,238.7443417,424.4413376,290.0750148,444.6897697,342.3554635,3.24,1.6,12.31,8.72,13.01,4.82
693,103,,,,,,,,,,42,-44.01489258,-17.23723412,36.55674934,66.34420395,411.139698,241.5761429,396.1887646,288.7190938,373.90769,337.2899508,415.4324341,242.9402876,438.3055687,291.0743415,454.8011684,342.2190571,4.68,4.35,10.3,14.46,11.76,7.94
780,87,,,,,,,,,,42,-57.13517189,-31.57736778,21.15288734,51.14144325,427.4599171,242.3015624,411.44557,288.9647734,380.3339195,333.5144091,431.9103527,242.6525563,451.2268066,291.956799,457.5344467,342.536931,8.42,10.52,4.03,21.44,8.49,9.82
894,114,,,,,,,,,,42,-46.42604828,-26.46223068,3.922805786,36.65934563,447.3847389,234.6796846,455.8237839,286.8286514,412.6380444,322.4268329,447.523756,232.9113096,459.0586567,288.8660252,457.3078537,343.6164021,7.64,39.51,1.01,34.3,5.84,4.3
945,51,,,,,,,,,,42,-36.88668251,-12.50544548,-3.540487289,28.42835426,454.7082424,233.2455182,461.3521671,285.4762065,431.5511227,323.7412655,453.3861637,232.1924883,464.3637371,285.6466019,454.78652,340.6607473,12.18,27.75,5.57,23.65,6.56,3.38
33,87,,,,,,,,,,43,-8.768320084,22.80590057,-17.09612846,10.03821373,476.0661507,233.4836179,487.3931122,283.2145894,474.8620319,331.1606419,471.9848728,232.5059044,473.73353,285.9738421,464.0845013,339.680829,6.82,15.66,5.76,8.35,0.36,4.97
90,57,,,,,,,,,,43,-27.80633926,2.815132141,27.72016525,53.42634201,481.3632202,234.9398965,480.2998924,290.1793313,460.1271343,339.9339759,486.0187912,233.9951098,504.0605736,283.1339943,514.8573875,335.2350998,5.02,12.23,6.67,12.83,11.42,1.57
182,92,3,1.128,,,,,,,,43,45.08543015,70.63362122,-38.63951683,-7.786216736,493.2766914,236.0909504,516.5102005,289.0653563,538.0869484,337.0054221,497.4209404,235.9965956,488.0120087,289.2303443,468.2725239,338.9417946,6.91,0.35,12.58,14.22,4.73,13.21
233,51,,,,,,,,,,43,32.21185684,59.68677521,-55.82161903,-26.00996017,508.6520576,236.372872,529.1726303,288.0153358,543.9732742,337.1402514,510.5666542,236.3221782,496.8140602,291.1985815,467.003088,338.9730155,11.32,2.98,19.33,9.63,7.35,11.26
334,101,,,,,,,,,,43,15.85693359,44.74788666,-63.56615067,-39.79419708,526.4368057,236.4278948,538.185482,286.3682234,548.006916,336.8317759,524.789772,236.802755,516.8020248,292.1110368,474.4784832,334.6506572,24.59,1.29,29.23,6.26,3.95,3.88
399,65,,,,,,,,,,43,-37.72447586,-24.12986755,5.534477234,35.1691246,532.7727127,234.0999413,544.0730095,286.8643463,506.7432404,327.2990012,537.8094292,233.6355221,545.6649971,289.3563545,548.4539223,336.2244165,2.62,34.31,1.93,27.44,5.13,5.63
485,86,,,,,,,,,,43,-45.89532852,-24.04878616,-0.629940033,31.73658371,543.168354,232.7076334,553.4675217,286.8428457,512.7267265,324.6489573,542.8068924,231.7370814,551.9975853,288.7331271,544.7789383,338.1382263,9.88,37.33,4.68,31.22,5.76,4.48
554,69,,,,,,,,,,43,-12.94921875,16.95590973,-16.89949036,14.32342529,550.4570389,232.1479261,556.5872955,285.5024385,545.9576225,333.5163081,554.2601967,230.4826766,570.5037689,284.1825986,547.3902512,333.9216328,24.31,10.8,14.63,7.08,9.8,3.73
636,82,,,,,,,,,,43,-14.7776413,11.40197754,5.794029236,34.80983734,557.986393,232.2771549,559.7092438,284.4160473,548.9907074,335.8942473,566.8432045,230.9473532,588.9254951,283.7669742,579.5902061,334.8486686,19.1,7.74,5.85,6.67,12.6,2.4
704,68,,,,,,,,,,43,-24.85816956,4.356822968,35.33306122,63.53164673,570.1224518,232.4781919,565.4449081,284.2395043,550.9471321,337.2808743,574.3379974,231.3237745,597.5288773,283.3466828,611.9581032,336.4316976,5.38,5.83,8.71,8.73,14.49,1.44
783,79,,,,,,,,,,43,-33.76665115,-6.834526062,37.16108322,62.56364822,578.4773827,234.734804,570.2275658,285.3402507,551.4218903,337.2434092,589.4439125,234.2620325,609.5435715,283.5927808,626.6057968,337.1170449,2.74,6.28,10.18,11.51,12.85,2.87
841,58,,,,,,,,,,43,-46.9121933,-18.62417221,25.00179291,51.70274734,593.3409691,235.180555,581.1795616,284.8928905,555.0109291,336.4466321,604.4031715,235.4085159,620.4223251,284.4002759,631.7819023,337.186954,3.52,8.1,6.92,15.92,10,7.46
954,113,,,,,,,,,,43,-56.00063324,-32.3806572,14.25350189,40.57794571,608.7247467,235.1563507,597.6677513,284.9304199,563.1105995,329.8882127,616.735611,235.2230412,630.39814,287.711978,634.7531891,337.7675021,5.53,16.26,2.82,23.37,8.03,6.76
11,56,,,,,,,,,,44,-50.54758072,-35.71512222,2.305526733,29.88435745,618.4929657,232.9695511,616.5406609,284.9455476,577.4892426,322.822212,627.453804,232.4503344,635.7889938,287.6772487,634.5949173,337.995286,5.62,28.9,0.75,30.11,5.48,1.19
127,116,,,,,,,,,,44,-32.61394501,3.065414429,-29.59093094,0.121650696,628.3921051,230.8921051,637.0247269,283.4140491,604.9016762,320.1499915,638.7403679,230.4900634,642.2646332,285.0741327,632.0246315,328.3801782,9.66,31.47,7.57,26.17,4.25,5.23
185,58,,,,,,,,,,44,-9.762554169,16.45105362,-28.98805618,-5.549755096,634.4212532,229.7968948,645.371933,282.1573269,632.3868942,327.1913373,648.3172989,230.7012069,651.4169884,283.3222532,629.9034691,330.0281274,16.42,15.92,14.52,9.2,5.3,6.72
277,92,,,,,,,,,,44,9.157733917,43.5688591,-29.94958878,0.776538849,651.1641312,230.1278204,664.2713356,281.3039339,665.4468155,333.0347335,660.5820465,230.7528985,656.8734741,283.5778463,637.9809952,336.4373302,9.11,7.47,11.35,0.75,1.88,7.33
339,62,,,,,,,,,,44,16.87231064,51.38179779,-36.96458817,-1.833343506,656.4411736,230.2145308,671.7938805,282.1048951,677.6842117,332.7819729,667.8652382,231.3791996,660.5950356,285.3506792,636.6722488,336.5887678,10.38,5.71,14.7,3.76,0.93,7.82
422,83,4,1.188,,,,,,,,44,18.20388794,51.93906784,-46.37214661,-16.95728302,666.2236977,231.4083445,682.7212143,283.249222,698.2384872,332.6355243,678.1147385,232.9822004,669.2368698,286.6467655,638.4606171,336.4375877,13.86,0.13,19.16,10.04,1.85,8.05
501,79,,,,,,,,,,44,17.83395767,38.21165085,-56.22728348,-28.36503983,679.3631172,232.7580374,691.3636208,283.232131,702.3561287,332.7526188,687.7444839,233.8910186,675.4242325,287.7119136,641.1284637,335.9441042,14.46,0.5,21.79,7.13,3.58,5.4
569,68,,,,,,,,,,44,10.89597702,37.17670441,-61.16804123,-36.15446091,689.6214867,233.6916876,700.1364326,282.8335333,706.8641281,332.7033091,698.5074806,235.5816954,693.3046532,288.4030223,649.5846748,332.6154721,25.91,2.52,29.08,4.35,0.53,4.42
651,82,,,,,,,,,,44,2.847576141,29.52186584,-52.82289505,-35.2963829,694.1025352,233.6502153,707.4547005,283.7135446,701.9577599,333.3247018,709.4134712,235.4966426,710.982914,288.2381952,668.8172722,324.658742,34.03,12.1,33.07,3.55,4.23,7.64
718,67,,,,,,,,,,44,-1.023044586,24.04283524,-38.05034637,-17.6984024,703.7072754,232.8243577,712.0643806,283.88291,706.5400314,333.1420434,716.5248299,234.1978365,720.8630562,284.3071282,691.8851852,325.9134042,24.18,8.87,21.39,3.6,6.09,3.72
802,84,,,,,,,,,,44,-8.45746994,17.82766342,-25.01667023,-3.763446808,708.6660004,231.6719359,712.2457123,283.6119962,707.3935318,332.5680292,721.0334587,232.4734122,733.1671143,284.4398975,705.2285957,326.8989229,27.79,5.41,20.3,3.18,10.95,0.76
858,56,,,,,,,,,,44,-9.665737152,14.16355133,-8.701572418,20.1531601,711.8578148,231.6683149,714.3307686,282.6028526,707.7001762,333.7548745,729.1761017,232.4766952,745.5926514,284.2779994,728.3964729,333.7290287,21.18,5.73,11.05,4.16,12.86,1.22
940,82,,,,,,,,,,44,-17.36326218,10.73839188,13.63208771,41.82386398,718.8010597,232.1579683,719.251442,282.213428,707.7244949,334.8619294,737.7039528,232.7369714,752.5841331,284.3741083,756.2918472,336.330471,6.91,7.31,2.31,7.01,11.82,0.05
995,55,,,,,,,,,,44,-23.96003723,3.216304779,25.82937241,53.72045517,725.6908035,233.1894171,723.1918144,281.7453718,707.9854774,334.875319,745.0523186,233.8433987,760.2817726,284.5256424,772.594986,337.1024644,2.09,7.49,7.52,9.13,12.36,1.59
94,98,,,,,,,,,,45,-32.21723557,-5.907669067,21.04894638,49.57843781,734.6597672,234.428131,728.4601593,281.7572486,709.3802261,334.8237562,754.1292572,234.7256792,769.2431259,285.3704739,777.5905609,337.6534975,4.4,7.22,5.15,11.42,12.42,4.01
156,62,,,,,,,,,,45,-41.79588318,-15.87816238,12.2095871,39.30868149,744.3378067,235.3351629,734.6142197,281.9418705,710.8851814,333.785001,764.1983986,235.680331,776.6539192,286.6845524,780.3022957,338.9193606,5.57,7.74,2.27,14.43,10.8,6.9
245,89,,,,,,,,,,45,-44.84636307,-19.11912918,7.266712189,34.28358078,748.5887718,235.240615,740.5497551,282.027905,712.2623634,332.1945369,768.732605,236.2305593,780.1385307,287.9355133,780.8620834,339.7291088,6.62,12.08,0.46,17.59,10.79,5.82
312,67,,,,,,,,,,45,-47.24338531,-26.23477936,-1.251125336,26.18453979,756.2368584,234.8594785,751.5359688,282.0410693,718.8210297,326.7065763,777.0679665,236.1537784,782.8756714,289.326421,780.4311562,340.8379662,5.04,19.18,1.51,22.38,7.64,3.02
396,84,,,,,,,,,,45,-44.80762482,-24.74910736,-10.30597687,18.1385994,763.5067177,233.544386,763.1611061,282.0152235,728.4486008,323.1300759,784.732933,236.1209965,784.9126625,289.6646047,780.5068588,340.7244444,2.89,25.17,2.76,25.4,4.97,0.26
469,73,,,,,,,,,,45,-34.43429947,-12.96535492,-12.33947754,15.1915741,768.1316185,232.4991131,770.9119606,282.0174122,742.1093559,324.7544646,788.9139175,235.4689622,786.2447548,289.5277476,781.3951492,340.5294907,1.47,22.57,3.05,20.75,4.7,1.83
549,80,,,,,,,,,,45,-24.14148331,-1.204605103,-16.90881729,10.58092117,772.324276,232.1434039,775.6556511,282.0107496,758.0893707,329.4427514,793.4334755,234.9415541,788.1645584,288.4157038,781.5823174,340.3823662,0.9,13.92,4.06,11.76,3.62,2.44
615,66,,,,,,,,,,45,-12.60183334,8.233737946,-23.00954819,5.67363739,776.1054611,232.132895,781.5695572,282.0172834,769.7110176,331.1814666,796.7429924,234.9465752,789.9843407,288.2036912,780.767498,340.4568779,1.58,11.25,5.65,7.72,2.89,4.25
699,84,,,,,,,,,,45,-9.62928772,12.75484085,-25.58818817,3.56054306,778.5314941,232.1147418,785.1706696,282.2485757,774.5846558,333.8312852,798.7231636,234.8597521,791.4296722,288.2209432,780.0200844,340.691936,2.58,10.85,6.96,6.57,2.94,4.78
765,66,,,,,,,,,,45,-14.61359024,7.07616806,-29.00774002,1.154651642,782.1914291,232.1212113,784.9012184,282.2496378,774.1846848,333.7500465,801.0292625,234.8489213,792.6117897,288.278203,779.8530006,340.7610726,2.72,8.42,7.77,6.67,1.18,1.24
850,85,,,,,,,,,,45,-17.20458984,6.241893768,-32.82194138,-2.662582397,786.087513,232.2122991,785.6912041,282.5572121,775.4148102,334.4568622,804.8050117,235.1421887,793.6790085,288.6467707,779.6526146,340.765965,1.94,6.1,8.59,6.34,2.13,1.86
918,68,,,,,,,,,,45,-19.24833298,4.47807312,-33.48100662,-3.664684296,787.7759743,232.2186881,786.4831352,283.0645359,774.9337006,334.5904362,806.2091446,234.5896429,795.7019806,288.3892465,780.5413628,340.62222,3,6.37,9.26,7.17,2.36,3.13
998,80,,,,,,,,,,45,-19.18973923,4.622211456,-34.01321411,-4.180641174,787.9102135,232.2819668,786.8042564,283.5819018,775.4374123,335.1502883,806.4754486,234.445045,795.6739426,288.2466602,780.5103493,340.7019138,2.79,6.37,9.22,7.06,2.67,2.93
67,68,,,,,,,,,,46,-18.81174088,3.607807159,-33.84887695,-4.016532898,787.6398468,232.3388565,786.6546249,283.5744023,775.4929733,335.265162,806.2360954,234.3564838,795.5694008,287.9786432,780.3777695,340.7096708,2.82,6.31,9.19,6.91,2.55,2.71
150,83,,,,,,,,,,46,-18.49170685,3.929042816,-33.76710892,-3.948440552,787.4383736,232.347579,786.5890503,283.481158,775.6990242,335.1917768,806.0715866,234.1283619,795.5443382,287.6070821,780.2911377,340.7077718,2.86,6.22,9.16,6.75,2.42,2.49
214,64,,,,,,,,,,46,-18.35975647,3.998622894,-33.67212296,-4.01807785,787.2524643,232.35223,786.4096069,283.4699893,775.613308,335.2161098,805.9575462,234.0331382,795.6382942,287.4936569,780.2409554,340.7102501,3.05,6.16,9.23,6.68,2.27,2.4
301,87,,,,,,,,,,46,-18.48810196,4.056987762,-33.63080978,-4.079532623,787.1298409,232.3565912,786.3040352,283.4637773,775.5513954,335.2382219,805.8800125,233.9700365,795.7094765,287.4314725,780.1619911,340.72438,3.21,6.14,9.3,6.65,2.15,2.37
367,66,,,,,,,,,,46,-18.52964401,4.10900116,-33.61204147,-4.123878479,787.0752525,232.3586351,786.2660408,283.4581125,775.5471611,335.229435,805.8456802,233.9453173,795.7304192,287.4102938,780.097847,340.734551,3.29,6.13,9.35,6.63,2.11,2.35
448,81,,,,,,,,,,46,-18.55613708,4.152202606,-33.59739304,-4.167423248,787.0313072,232.3607111,786.2353706,283.4516752,775.5487061,335.2194571,805.8185577,233.9201152,795.7395172,287.3948121,780.0457191,340.7449794,3.34,6.12,9.38,6.61,2.08,2.33
